id,title,genres,averageRating,numVotes,releaseYear
tt2096673,"Inside Out","Adventure, Animation, Comedy",8.1,835573,2015
tt1205489,"Gran Torino",Drama,8.1,825313,2008
tt0892769,"How to Train Your Dragon","Action, Adventure, Animation",8.1,817871,2010
tt2024544,"12 Years a Slave","Biography, Drama, History",8.1,751354,2013
tt0116282,Fargo,"Crime, Thriller",8.1,738287,1996
tt0117951,Trainspotting,Drama,8.1,736403,1996
tt0405159,"Million Dollar Baby","Drama, Sport",8.1,731757,2004
tt0073195,Jaws,"Adventure, Drama, Thriller",8.1,677026,1975
tt0758758,"Into the Wild","Adventure, Biography, Drama",8.1,667027,2007
tt0075148,Rocky,"Drama, Sport",8.1,642116,1976
tt0120735,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime",8.1,624744,1998
tt2119532,"Hacksaw Ridge","Biography, Drama, History",8.1,613547,2016
tt5027774,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",8.1,566409,2017
tt0097165,"Dead Poets Society","Comedy, Drama",8.1,565106,1989
tt1979320,Rush,"Action, Biography, Drama",8.1,522623,2013
tt1895587,Spotlight,"Biography, Crime, Drama",8.1,509057,2015
tt1291584,Warrior,"Action, Drama, Sport",8.1,504492,2011
tt1454029,"The Help",Drama,8.1,501640,2011
tt1950186,"Ford v Ferrari","Action, Biography, Drama",8.1,498364,2019
tt0070047,"The Exorcist",Horror,8.1,465619,1973
tt3170832,Room,"Drama, Thriller",8.1,458705,2015
tt0092005,"Stand by Me","Adventure, Comedy, Drama",8.1,451809,1986
tt0091763,Platoon,"Drama, War",8.1,446559,1986
tt0032138,"The Wizard of Oz","Adventure, Family, Fantasy",8.1,435942,1939
tt0096283,"My Neighbor Totoro","Animation, Comedy, Family",8.1,392332,1988
tt0081398,"Raging Bull","Biography, Drama, Sport",8.1,386401,1980
tt0395169,"Hotel Rwanda","Biography, Drama, History",8.1,377558,2004
tt0077416,"The Deer Hunter","Drama, War",8.1,367942,1978
tt0071315,Chinatown,"Drama, Mystery, Thriller",8.1,356716,1974
tt0112471,"Before Sunrise","Drama, Romance",8.1,347948,1995
tt1028532,"Hachi: A Dog's Tale","Biography, Drama, Family",8.1,318532,2009
tt0381681,"Before Sunset","Drama, Romance",8.1,294114,2004
tt0059742,"The Sound of Music","Biography, Drama, Family",8.1,266873,1965
tt0052618,Ben-Hur,"Adventure, Drama",8.1,257257,1959
tt0050212,"The Bridge on the River Kwai","Adventure, Drama, War",8.1,236918,1957
tt0129167,"The Iron Giant","Action, Adventure, Animation",8.1,234870,1999
tt0353969,"Memories of Murder","Crime, Drama, Mystery",8.1,226219,2003
tt3011894,"Wild Tales","Comedy, Drama, Thriller",8.1,221428,2014
tt2338151,PK,"Comedy, Drama, Sci-Fi",8.1,205596,2014
tt0113247,"La haine","Crime, Drama",8.1,202841,1995
tt0050976,"The Seventh Seal","Drama, Fantasy",8.1,202488,1957
tt0061512,"Cool Hand Luke","Crime, Drama",8.1,191444,1967
tt0107207,"In the Name of the Father","Biography, Crime, Drama",8.1,190789,1993
tt0978762,"Mary and Max","Animation, Comedy, Drama",8.1,189787,2009
tt0072684,"Barry Lyndon","Adventure, Drama, War",8.1,187162,1975
tt0041959,"The Third Man","Film-Noir, Mystery, Thriller",8.1,185343,1949
tt4016934,"The Handmaiden","Drama, Romance, Thriller",8.1,179398,2016
tt0074958,Network,Drama,8.1,173972,1976
tt0118694,"In the Mood for Love","Drama, Romance",8.1,171033,2000
tt0047296,"On the Waterfront","Crime, Drama, Thriller",8.1,167952,1954
tt0032976,Rebecca,"Drama, Mystery, Romance",8.1,149328,1940
tt0053198,"The 400 Blows","Crime, Drama",8.1,129659,1959
tt0087884,"Paris, Texas",Drama,8.1,124872,1984
tt0405508,"Rang De Basanti","Comedy, Crime, Drama",8.1,123268,2006
tt0031679,"Mr. Smith Goes to Washington","Comedy, Drama",8.1,123163,1939
tt0169102,"Lagaan: Once Upon a Time in India","Drama, Musical, Sport",8.1,122236,2001
tt0015864,"The Gold Rush","Adventure, Comedy, Drama",8.1,120553,1925
tt0050986,"Wild Strawberries","Drama, Romance",8.1,117110,1957
tt0025316,"It Happened One Night","Comedy, Romance",8.1,114538,1934
tt8613070,"Portrait of a Lady on Fire","Drama, Romance",8.1,113853,2019
tt0111495,"Three Colors: Red","Drama, Mystery, Romance",8.1,111745,1994
tt5323662,"A Silent Voice: The Movie","Animation, Drama",8.1,107383,2016
tt0032551,"The Grapes of Wrath",Drama,8.1,101672,1940
tt3863552,"Bajrangi Bhaijaan","Action, Adventure, Comedy",8.1,100670,2015
tt0017925,"The General","Action, Adventure, Comedy",8.1,99906,1926
tt0374887,"Munna Bhai M.B.B.S.","Comedy, Drama",8.1,90028,2003
tt11555492,Farha,Drama,8.1,89856,2021
tt2082197,Barfi!,"Comedy, Drama, Romance",8.1,88232,2012
tt0871510,"Chak De! India","Drama, Family, Sport",8.1,86047,2007
tt0056217,"The Man Who Shot Liberty Valance","Drama, Western",8.1,83951,1962
tt1280558,"A Wednesday","Action, Crime, Drama",8.1,83172,2008
tt10554232,"Dara of Jasenovac","Drama, War",8.1,81971,2020
tt7775622,"Free Solo","Adventure, Documentary, Sport",8.1,79478,2018
tt0292490,"Dil Chahta Hai","Comedy, Drama, Romance",8.1,76749,2001
tt2545118,Blackfish,"Documentary, Drama, Horror",8.1,73655,2013
tt0116231,"The Bandit","Crime, Drama, Thriller",8.1,73087,1996
tt0036868,"The Best Years of Our Lives","Drama, Romance, War",8.1,72059,1946
tt0046438,"Tokyo Story",Drama,8.1,70577,1953
tt0046911,Diabolique,"Crime, Drama, Horror",8.1,70400,1955
tt3322420,Queen,"Adventure, Comedy, Drama",8.1,68993,2013
tt0020629,"All Quiet on the Western Front","Drama, War",8.1,68678,1930
tt0083922,"Fanny and Alexander",Drama,8.1,68212,1982
tt0046268,"The Wages of Fear","Adventure, Drama, Thriller",8.1,67991,1953
tt0058946,"The Battle of Algiers","Drama, War",8.1,67219,1966
tt0169858,"Neon Genesis Evangelion: The End of Evangelion","Action, Animation, Drama",8.1,67163,1997
tt1821480,Kahaani,"Mystery, Thriller",8.1,66803,2012
tt2283748,"OMG: Oh My God!","Comedy, Drama, Fantasy",8.1,66729,2012
tt12888462,"My Octopus Teacher","Documentary, Drama",8.1,65703,2020
tt0019254,"The Passion of Joan of Arc","Biography, Drama, History",8.1,62290,1928
tt0073707,Sholay,"Action, Adventure, Comedy",8.1,59630,1975
tt0018455,Sunrise,"Drama, Romance",8.1,54489,1927
tt0070510,"Paper Moon","Comedy, Crime, Drama",8.1,53565,1973
tt0050783,"Nights of Cabiria",Drama,8.1,52619,1957
tt0074896,"The Message","Biography, Drama, History",8.1,51558,1976
tt2140203,"Wolf Children","Animation, Drama, Family",8.1,50739,2012
tt2991224,Tangerines,"Drama, War",8.1,49678,2013
tt1639426,Udaan,Drama,8.1,47879,2010
tt0035446,"To Be or Not to Be","Comedy, Romance, War",8.1,44521,1942
tt0051808,"The Hidden Fortress","Action, Adventure, Drama",8.1,43103,1958
tt0040725,"The Red Shoes","Drama, Music, Romance",8.1,40193,1948
tt0043338,"Ace in the Hole","Drama, Film-Noir",8.1,39898,1951
tt0028950,"The Grand Illusion","Drama, War",8.1,39451,1937
tt4934950,Talvar,"Crime, Drama, Mystery",8.1,39051,2015
tt0077711,"Autumn Sonata","Drama, Music",8.1,38854,1978
tt2187153,Thuppakki,"Action, Thriller",8.1,38823,2012
tt4573394,"Endless Corridor","Documentary, History",8.1,38300,2014
tt10324144,"Article 15","Crime, Drama, Mystery",8.1,37634,2019
tt0048021,Rififi,"Crime, Drama, Thriller",8.1,37344,1955
tt0018773,"The Circus","Comedy, Family, Romance",8.1,36609,1928
tt0375611,Black,Drama,8.1,36541,2005
tt0042041,"White Heat","Action, Crime, Drama",8.1,36488,1949
tt8108268,"The Tashkent Files","Drama, Mystery, Thriller",8.1,36222,2019
tt0101640,"Raise the Red Lantern","Drama, Romance",8.1,35895,1991
tt0066763,Anand,"Drama, Musical",8.1,35801,1971
tt14152756,Seaspiracy,"Adventure, Documentary",8.1,34551,2021
tt0106332,"Farewell My Concubine","Drama, Music, Romance",8.1,34070,1993
tt0053946,"Inherit the Wind","Biography, Drama, History",8.1,33407,1960
tt0097223,"Time of the Gypsies","Comedy, Crime, Drama",8.1,33090,1988
tt9851854,Major,"Action, Biography, Drama",8.1,32898,2022
tt4635372,Masaan,Drama,8.1,32139,2015
tt0065234,Z,"Crime, Drama, Thriller",8.1,31927,1969
tt3801314,Kaththi,"Action, Drama",8.1,30961,2014
tt0244316,"Yi Yi","Drama, Romance",8.1,29365,2000
tt0263438,"Everything's Gonna Be Great","Comedy, Drama, Thriller",8.1,28258,1998
tt0091288,"Jean de Florette","Comedy, Drama",8.1,27940,1986
tt8760684,"Apollo 11","Documentary, History",8.1,27582,2019
tt0200087,Sarfarosh,"Action, Crime, Drama",8.1,27473,1999
tt3302820,"Cowspiracy: The Sustainability Secret",Documentary,8.1,26818,2014
tt0064040,"Army of Shadows","Drama, War",8.1,26752,1969
tt0095467,"A Short Film About Love","Drama, Romance",8.1,26644,1988
tt26936666,Vettaiyan,"Action, Crime, Drama",8.1,26586,2024
tt0055601,Viridiana,Drama,8.1,26525,1961
tt0046478,Ugetsu,"Drama, Fantasy, War",8.1,26414,1953
tt0044008,"A Christmas Carol","Drama, Family, Fantasy",8.1,25998,1951
tt0428870,"A Moment to Remember","Drama, Romance",8.1,25960,2004
tt0351817,"The Twilight Samurai","Drama, Romance",8.1,25927,2002
tt0317910,"The Fog of War","Biography, Documentary, History",8.1,25324,2003
tt0104561,"Jo Jeeta Wohi Sikandar","Comedy, Drama, Romance",8.1,24592,1992
tt2659414,"Miracle in Cell No. 7","Comedy, Drama",8.1,24528,2013
tt0102015,"Hearts of Darkness: A Filmmaker's Apocalypse",Documentary,8.1,23938,1991
tt0014429,"Safety Last!","Action, Comedy, Thriller",8.1,23413,1923
tt0425333,Pardon,"Comedy, Drama",8.1,23386,2005
tt7286916,"The Dawn Wall","Biography, Documentary, Sport",8.1,21484,2017
tt0056241,"The Miracle Worker","Biography, Drama",8.1,20905,1962
tt0077838,"The Last Waltz","Biography, Documentary, Music",8.1,20601,1978
tt0128332,Innocence,Drama,8.1,20460,1997
tt0093342,"Where Is the Friend's House?","Drama, Family",8.1,19709,1987
tt1781069,"Zeitgeist: Moving Forward",Documentary,8.1,18791,2011
tt0066580,Woodstock,"Documentary, History, Music",8.1,18711,1970
tt8144834,"Section 375","Crime, Drama, Mystery",8.1,18657,2019
tt0191043,"The Color of Paradise","Drama, Family",8.1,18447,1999
tt0453729,Iqbal,"Drama, Sport",8.1,17869,2005
tt0041452,"The Heiress","Drama, Romance",8.1,17689,1949
tt0319736,"The Legend of Bhagat Singh","Action, Biography, Drama",8.1,17518,2002
tt0016847,Faust,"Drama, Fantasy, Horror",8.1,17008,1926
tt11375428,Hridayam,"Drama, Musical, Romance",8.1,16763,2022
tt26733317,Jigra,Action,8.1,16637,2024
tt0076085,"A Special Day",Drama,8.1,16427,1977
tt19853258,"Still: A Michael J. Fox Movie","Biography, Documentary",8.1,16117,2023
tt4432480,RangiTaranga,"Mystery, Thriller",8.1,15418,2015
tt0116630,Indian,"Action, Drama, Thriller",8.1,15123,1996
tt0105271,Roja,"Drama, Romance, Thriller",8.1,13974,1992
tt0112553,Bombay,"Drama, Romance",8.1,13904,1995
tt10706602,Collective,"Crime, Documentary",8.1,13637,2019
tt1634013,"Montevideo: Taste of a Dream","Adventure, Comedy, Drama",8.1,13152,2010
tt1113829,"George Harrison: Living in the Material World","Biography, Documentary, Music",8.1,12780,2011
tt3455224,Virunga,"Documentary, War",8.1,12371,2014
tt0330243,"Day of the Wacko","Comedy, Drama, Romance",8.1,12167,2002
tt0036506,"Day of Wrath","Drama, History",8.1,11317,1943
tt13299890,"The Great Indian Kitchen","Comedy, Drama",8.1,10140,2021
tt0848228,"The Avengers","Action, Sci-Fi",8,1480864,2012
tt2015381,"Guardians of the Galaxy","Action, Adventure, Comedy",8,1292958,2014
tt1431045,Deadpool,"Action, Comedy",8,1173487,2016
tt3659388,"The Martian","Adventure, Drama, Sci-Fi",8,945592,2015
tt1160419,"Dune: Part One","Action, Adventure, Drama",8,909065,2021
tt1663202,"The Revenant","Action, Adventure, Drama",8,890675,2015
tt1010048,"Slumdog Millionaire","Crime, Drama, Romance",8,885402,2008
tt0246578,"Donnie Darko","Drama, Mystery, Sci-Fi",8,864656,2001
tt0947798,"Black Swan","Drama, Thriller",8,840237,2010
tt2084970,"The Imitation Game","Biography, Drama, Thriller",8,837670,2014
tt0317705,"The Incredibles","Action, Adventure, Animation",8,829665,2004
tt0378194,"Kill Bill: Vol. 2","Action, Crime, Thriller",8,821253,2004
tt0401792,"Sin City","Crime, Thriller",8,799879,2005
tt1504320,"The King's Speech","Biography, Drama, History",8,714138,2010
tt0381061,"Casino Royale","Action, Adventure, Thriller",8,704829,2006
tt0107048,"Groundhog Day","Comedy, Drama, Fantasy",8,697823,1993
tt3783958,"La La Land","Comedy, Drama, Music",8,693624,2016
tt1856101,"Blade Runner 2049","Action, Drama, Mystery",8,687302,2017
tt1798709,Her,"Drama, Romance, Sci-Fi",8,685034,2013
tt0440963,"The Bourne Ultimatum","Action, Mystery, Thriller",8,664637,2007
tt0114746,"12 Monkeys","Mystery, Sci-Fi, Thriller",8,654850,1995
tt0450259,"Blood Diamond","Adventure, Drama, Thriller",8,595702,2006
tt0454921,"The Pursuit of Happyness","Biography, Drama",8,574267,2006
tt2948356,Zootopia,"Action, Adventure, Animation",8,561704,2016
tt0095953,"Rain Man",Drama,8,554578,1988
tt0101414,"Beauty and the Beast","Animation, Family, Fantasy",8,485547,1991
tt0103639,Aladdin,"Adventure, Animation, Comedy",8,477993,1992
tt0319061,"Big Fish","Adventure, Drama, Fantasy",8,463821,2003
tt0093779,"The Princess Bride","Adventure, Comedy, Family",8,457802,1987
tt0079470,"Monty Python's Life of Brian",Comedy,8,424994,1979
tt2948372,Soul,"Adventure, Animation, Comedy",8,393111,2020
tt0105323,"Scent of a Woman",Drama,8,338204,1992
tt0175880,Magnolia,Drama,8,332900,1999
tt0099348,"Dances with Wolves","Adventure, Drama, Western",8,296130,1990
tt0061722,"The Graduate","Comedy, Drama, Romance",8,292337,1967
tt0075686,"Annie Hall","Comedy, Romance",8,281013,1977
tt0072890,"Dog Day Afternoon","Biography, Crime, Drama",8,277309,1975
tt0245712,"Amores Perros","Drama, Thriller",8,256313,2000
tt3741834,Lion,"Biography, Drama",8,254886,2016
tt0063522,"Rosemary's Baby","Drama, Horror",8,242144,1968
tt0083987,Gandhi,"Biography, Drama, History",8,241755,1982
tt1220719,"Ip Man","Action, Biography, Drama",8,235808,2008
tt0064115,"Butch Cassidy and the Sundance Kid","Biography, Crime, Drama",8,229134,1969
tt0094625,Akira,"Action, Animation, Drama",8,210080,1988
tt0063442,"Planet of the Apes","Adventure, Sci-Fi",8,201326,1968
tt0352248,"Cinderella Man","Biography, Drama, Romance",8,200880,2005
tt4857264,"The Invisible Guest","Crime, Drama, Mystery",8,196858,2016
tt0092067,"Castle in the Sky","Adventure, Animation, Family",8,186552,1986
tt0087544,"Nausicaä of the Valley of the Wind","Adventure, Animation, Sci-Fi",8,186455,1984
tt0102138,JFK,"Drama, History, Thriller",8,173005,1991
tt0072431,"Young Frankenstein",Comedy,8,171874,1974
tt10366460,CODA,"Comedy, Drama, Music",8,170818,2021
tt0276919,Dogville,"Crime, Drama",8,161071,2003
tt0046250,"Roman Holiday","Comedy, Drama, Romance",8,149856,1953
tt0310793,"Bowling for Columbine","Crime, Documentary, Drama",8,149686,2002
tt0079944,Stalker,"Drama, Sci-Fi",8,147630,1979
tt2631186,"Baahubali: The Beginning","Action, Drama",8,140634,2015
tt0070511,Papillon,"Biography, Crime, Drama",8,140196,1973
tt0060827,Persona,"Drama, Thriller",8,133261,1966
tt0338564,"Infernal Affairs","Action, Crime, Drama",8,133137,2002
tt0056801,8½,Drama,8,126995,1963
tt0861739,"Elite Squad","Action, Crime, Drama",8,112391,2007
tt0052311,"Touch of Evil","Crime, Drama, Film-Noir",8,111146,1958
tt0401383,"The Diving Bell and the Butterfly","Biography, Drama",8,110993,2007
tt0808417,Persepolis,"Animation, Biography, Drama",8,101317,2007
tt0156887,"Perfect Blue","Animation, Crime, Drama",8,101264,1997
tt0048424,"The Night of the Hunter","Crime, Drama, Film-Noir",8,100361,1955
tt0117666,"Sling Blade",Drama,8,100074,1996
tt0166896,"The Straight Story","Biography, Drama",8,99425,1999
tt0109424,"Chungking Express","Comedy, Crime, Drama",8,99413,1994
tt0154420,"The Celebration",Drama,8,95353,1998
tt1555149,"Elite Squad 2: The Enemy Within","Action, Crime, Drama",8,87942,2010
tt0374546,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",8,87747,2003
tt0084503,"Pink Floyd: The Wall","Drama, Fantasy, Music",8,86577,1982
tt0369702,"The Sea Inside","Biography, Drama",8,86022,2004
tt0061184,"Who's Afraid of Virginia Woolf?",Drama,8,81203,1966
tt0053779,"La Dolce Vita","Comedy, Drama",8,79570,1960
tt0112870,"Dilwale Dulhania Le Jayenge","Drama, Romance",8,78529,1995
tt0386032,Sicko,"Documentary, Drama",8,77122,2007
tt0052561,"Anatomy of a Murder","Drama, Mystery",8,73197,1959
tt0010323,"The Cabinet of Dr. Caligari","Horror, Mystery, Thriller",8,71660,1920
tt0120731,"The Legend of 1900","Drama, Music, Romance",8,70132,1998
tt4169250,"M.S. Dhoni: The Untold Story","Biography, Drama, Sport",8,69941,2016
tt0053221,"Rio Bravo",Western,8,69414,1959
tt0384116,G.O.R.A.,"Adventure, Comedy, Sci-Fi",8,68035,2004
tt0047528,"La Strada",Drama,8,67360,1954
tt1865505,"Song of the Sea","Adventure, Animation, Drama",8,64170,2014
tt0056687,"What Ever Happened to Baby Jane?","Drama, Horror, Thriller",8,63426,1962
tt3612616,Mommy,Drama,8,62898,2014
tt0114787,Underground,"Comedy, Drama, Fantasy",8,61930,1995
tt1185616,"Waltz with Bashir","Animation, Biography, Documentary",8,61023,2008
tt0062229,"Le Samouraï","Crime, Drama, Thriller",8,60158,1967
tt2377938,"Special 26","Crime, Drama, Thriller",8,59930,2013
tt3390572,Haider,"Action, Crime, Drama",8,58568,2014
tt4044364,Citizenfour,"Biography, Documentary",8,58522,2014
tt0060107,"Andrei Rublev","Biography, Drama, History",8,57883,1966
tt0118843,"Black Cat, White Cat","Comedy, Crime, Romance",8,56975,1998
tt0050613,"Throne of Blood",Drama,8,56936,1957
tt2758880,"Winter Sleep",Drama,8,56405,2014
tt2576852,"The Tale of The Princess Kaguya","Animation, Drama, Family",8,56021,2013
tt0109117,"Andaz Apna Apna","Action, Comedy, Romance",8,55852,1994
tt1069238,Departures,Drama,8,55611,2008
tt0067328,"The Last Picture Show","Drama, Romance",8,53373,1971
tt0293715,"My Sassy Girl","Comedy, Drama, Romance",8,51068,2001
tt0456144,"Lage Raho Munna Bhai","Comedy, Drama, Romance",8,51049,2006
tt5571734,Pink,"Crime, Drama, Thriller",8,49091,2016
tt0067093,"Fiddler on the Roof","Drama, Family, Musical",8,48629,1971
tt0117589,"Secrets & Lies","Comedy, Drama",8,48215,1996
tt2375559,"1: Nenokkadine","Action, Thriller",8,46805,2014
tt0037558,"Brief Encounter","Drama, Romance",8,45268,1945
tt0140888,"Central Station",Drama,8,43573,1998
tt0056443,Sanjuro,"Action, Drama, Thriller",8,41846,1962
tt0039689,"Out of the Past","Crime, Drama, Film-Noir",8,41721,1947
tt4257858,"Going Clear: Scientology & the Prison of Belief",Documentary,8,41423,2015
tt0386064,"Tae Guk Gi: The Brotherhood of War","Action, Drama, War",8,41380,2004
tt0056111,"Ivan's Childhood","Drama, War",8,40728,1962
tt0041546,"Kind Hearts and Coronets","Comedy, Crime",8,40202,1949
tt5198068,Wolfwalkers,"Action, Adventure, Animation",8,39965,2020
tt0083946,Fitzcarraldo,"Adventure, Drama",8,39567,1982
tt0270053,Vizontele,"Comedy, Drama",8,39456,2001
tt8633462,"Quo Vadis, Aida?","Drama, History, War",8,39367,2020
tt0033045,"The Shop Around the Corner","Comedy, Drama, Romance",8,39320,1940
tt0379557,"Touching the Void","Adventure, Documentary, Drama",8,38544,2003
tt0923752,"The King of Kong: A Fistful of Quarters","Biography, Documentary, Sport",8,37820,2007
tt0092593,"Au Revoir les Enfants","Drama, War",8,36722,1987
tt0051036,"Sweet Smell of Success","Drama, Film-Noir",8,36613,1957
tt0056732,"The Exterminating Angel","Drama, Fantasy",8,36131,1962
tt1171701,"The Breath","Action, Drama, Thriller",8,35754,2009
tt0408664,"Nobody Knows",Drama,8,32380,2004
tt0053976,"The Virgin Spring",Drama,8,32148,1960
tt3461252,"The Blue Elephant","Crime, Drama, Horror",8,30224,2014
tt0072417,"A Woman Under the Influence","Drama, Romance",8,29983,1974
tt0038890,"Rome, Open City","Drama, Thriller, War",8,29825,1945
tt24485052,"Sirf Ek Bandaa Kaafi Hai","Crime, Drama, Thriller",8,29770,2023
tt6628102,"The Wild Pear Tree",Drama,8,28594,2018
tt1935156,"Jodorowsky's Dune",Documentary,8,28135,2013
tt0057358,"Winter Light",Drama,8,27585,1963
tt7236034,"I Want to Eat Your Pancreas","Animation, Drama, Family",8,26637,2018
tt0038733,"A Matter of Life and Death","Drama, Fantasy, Romance",8,25675,1946
tt0036244,"The Ox-Bow Incident","Drama, Western",8,25399,1942
tt0070460,"Day for Night","Comedy, Drama, Romance",8,25175,1973
tt0058083,"Fail Safe","Drama, Thriller",8,25095,1964
tt0071141,"Ali: Fear Eats the Soul","Drama, Romance",8,24432,1974
tt0091480,"Manon of the Spring",Drama,8,24339,1986
tt11581174,Karnan,"Action, Drama",8,24058,2021
tt28814949,"Taylor Swift: The Eras Tour","Documentary, Music, Musical",8,23001,2023
tt2070649,Silenced,"Crime, Drama, Thriller",8,22999,2011
tt0095468,"A Short Film About Killing","Crime, Drama",8,22889,1988
tt0044837,Limelight,"Drama, Music, Romance",8,22592,1952
tt0488414,Omkara,"Action, Crime, Drama",8,22526,2006
tt0109508,Crumb,"Biography, Comedy, Documentary",8,21919,1994
tt0379225,"The Corporation","Documentary, History",8,21909,2003
tt10869778,Maidaan,"Biography, Drama, History",8,21209,2024
tt0424227,"Turtles Can Fly","Drama, War",8,21193,2004
tt3449292,"Manjhi: The Mountain Man","Biography, Drama",8,20258,2015
tt1499666,"Castaway on the Moon","Comedy, Drama, Romance",8,20021,2009
tt8991268,Honeyland,"Documentary, Drama",8,19665,2019
tt3268458,"The Internet's Own Boy: The Story of Aaron Swartz","Biography, Crime, Documentary",8,18170,2014
tt18687124,"BTS Permission to Dance on Stage - Seoul: Live Viewing","Documentary, Music",8,17520,2022
tt3560686,"The Fool","Crime, Drama, Thriller",8,16900,2014
tt0036112,"The Life and Death of Colonel Blimp","Drama, Romance, War",8,16879,1943
tt0249241,"Werckmeister Harmonies","Drama, Mystery",8,16460,2000
tt0296574,Company,"Action, Crime, Drama",8,16379,2002
tt1128075,"Love Exposure","Action, Comedy, Drama",8,16366,2008
tt1261047,Gulaal,"Crime, Drama, Thriller",8,16136,2009
tt0816258,Pokiri,"Action, Crime, Thriller",8,15928,2006
tt22488728,"Love Today","Comedy, Drama, Romance",8,15904,2022
tt0015064,"The Last Laugh","Drama, Horror",8,15523,1924
tt0063611,Shame,Drama,8,15324,1968
tt2458948,"Evangelion: 3.0+1.01 Thrice Upon a Time","Action, Animation, Drama",8,15098,2021
tt0220832,"Vaastav: The Reality","Action, Crime, Drama",8,15078,1999
tt0084934,Yol,Drama,8,14745,1982
tt0079579,"Moscow Does Not Believe in Tears","Comedy, Drama, Romance",8,14591,1980
tt0012364,"The Phantom Carriage","Drama, Fantasy, Horror",8,14463,1921
tt0054460,"The Bad Sleep Well","Crime, Drama, Thriller",8,14396,1960
tt10919240,Malik,"Action, Biography, Crime",8,14269,2021
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Documentary, History, Music",8,14217,2021
tt0065889,"Investigation of a Citizen Above Suspicion","Crime, Drama",8,13782,1970
tt0018742,"The Cameraman","Comedy, Drama, Family",8,13461,1928
tt5082014,Charlie,"Adventure, Drama, Romance",8,13410,2015
tt0043686,"Forbidden Games","Drama, War",8,13314,1952
tt1282139,"Cars of the Revolution",Drama,8,12827,2008
tt0478209,"Metal: A Headbanger's Journey","Documentary, Music",8,12574,2005
tt0379370,Maqbool,"Crime, Drama, Thriller",8,12352,2003
tt0278736,"Stanley Kubrick: A Life in Pictures","Biography, Documentary",8,12271,2001
tt3686998,"The Red Pill",Documentary,8,12177,2016
tt2926068,Manam,"Comedy, Drama, Fantasy",8,12163,2014
tt0072860,Deewaar,"Action, Crime, Drama",8,12032,1975
tt0165546,"The Wounds","Comedy, Crime, Drama",8,11925,1998
tt2150209,"My Grandfather's People","Comedy, Drama, Family",8,11488,2011
tt0263208,"Abbas in Flower","Comedy, Drama, Romance",8,11333,1982
tt10515086,"The Blue Elephant 2","Crime, Drama, Horror",8,11307,2019
tt0063633,"The Cremator","Comedy, Crime, Drama",8,11266,1969
tt11322920,"Ayyappanum Koshiyum","Action, Drama, Thriller",8,11098,2020
tt2028530,"Paradise Lost 3: Purgatory","Crime, Documentary",8,11056,2011
tt0056444,"An Autumn Afternoon",Drama,8,11012,1962
tt0015881,Greed,"Drama, Thriller, Western",8,11007,1924
tt0366840,Okkadu,"Action, Drama, Romance",8,10971,2003
tt27542289,"Por Thozhil","Action, Crime, Thriller",8,10825,2023
tt7476236,"Minding the Gap","Documentary, Sport",8,10645,2018
tt24226474,"Jigarthanda Double X","Action, Comedy, Drama",8,10299,2023
tt0436971,"Why We Fight","Documentary, History, War",8,10289,2005
tt0499549,Avatar,"Action, Adventure, Fantasy",7.9,1405914,2009
tt0120338,Titanic,"Drama, Romance",7.9,1309322,1997
tt0371746,"Iron Man","Action, Adventure, Sci-Fi",7.9,1146714,2008
tt3501632,"Thor: Ragnarok","Action, Adventure, Comedy",7.9,833627,2017
tt8946378,"Knives Out","Comedy, Crime, Drama",7.9,792895,2019
tt2543164,Arrival,"Drama, Mystery, Sci-Fi",7.9,791319,2016
tt1877832,"X-Men: Days of Future Past","Action, Adventure, Sci-Fi",7.9,759027,2014
tt1631867,"Edge of Tomorrow","Action, Adventure, Sci-Fi",7.9,754415,2014
tt0126029,Shrek,"Adventure, Animation, Comedy",7.9,751628,2001
tt1136608,"District 9","Action, Sci-Fi, Thriller",7.9,725720,2009
tt0304141,"Harry Potter and the Prisoner of Azkaban","Adventure, Family, Fantasy",7.9,707435,2004
tt0454876,"Life of Pi","Adventure, Drama, Fantasy",7.9,675055,2012
tt0120363,"Toy Story 2","Adventure, Animation, Comedy",7.9,631417,1999
tt0796366,"Star Trek","Action, Adventure, Sci-Fi",7.9,624649,2009
tt1727824,"Bohemian Rhapsody","Biography, Drama, Music",7.9,606772,2018
tt0365748,"Shaun of the Dead","Comedy, Horror",7.9,606287,2004
tt1659337,"The Perks of Being a Wallflower",Drama,7.9,558101,2012
tt0206634,"Children of Men","Action, Drama, Sci-Fi",7.9,537743,2006
tt0099487,"Edward Scissorhands","Drama, Fantasy, Romance",7.9,535258,1990
tt0790636,"Dallas Buyers Club","Biography, Drama",7.9,526208,2013
tt0327056,"Mystic River","Crime, Drama, Mystery",7.9,493854,2003
tt0780536,"In Bruges","Comedy, Crime, Drama",7.9,469467,2008
tt2584384,"Jojo Rabbit","Comedy, Drama, War",7.9,453037,2019
tt12361974,"Zack Snyder's Justice League","Action, Adventure, Fantasy",7.9,446811,2021
tt0083866,"E.T. the Extra-Terrestrial","Adventure, Family, Sci-Fi",7.9,445006,1982
